img_id,img_label,xmin,ymin,xmax,ymax
314,1,328,196,391,291
314,1,405,197,450,330
314,1,488,142,654,483
314,1,801,117,935,634
314,2,423,132,1014,472
315,1,58,3,157,271
315,1,185,116,297,281
315,1,243,14,279,126
315,1,287,17,320,119
315,1,305,18,349,126
315,1,371,21,410,138
315,1,406,18,453,138
315,1,410,170,580,343
315,1,411,161,607,425
315,1,455,23,492,121
315,1,678,0,876,403
315,1,850,31,886,112
315,1,892,28,940,154
315,2,960,54,1023,251
316,2,580,64,1009,419
316,1,420,148,464,280
316,2,563,158,617,263
316,2,587,139,651,344
316,2,969,155,996,182
316,2,976,160,1008,240
317,1,920,135,1004,399
317,1,0,353,166,721
317,1,164,321,289,545
317,1,203,486,516,766
317,1,419,204,472,260
317,1,457,200,508,296
317,1,486,200,534,276
317,1,510,200,563,284
317,1,544,209,590,313
317,1,579,203,625,326
317,1,627,192,679,356
317,1,683,180,743,361
317,1,711,200,769,350
317,1,756,182,814,326
317,1,816,180,883,294
317,1,846,172,916,318
317,1,888,171,923,249
317,1,976,174,1016,251
317,1,984,182,1022,422
317,2,233,260,681,513
318,1,1,0,589,302
318,1,226,0,1022,676
318,2,404,279,608,403
319,2,44,368,621,922
319,1,503,385,541,503
319,1,548,368,573,468
320,1,324,216,416,536
320,2,650,330,974,493
320,1,247,344,273,390
320,1,273,332,308,424
320,1,307,339,327,386
320,1,324,344,337,410
320,1,472,323,522,437
320,1,580,333,668,474
320,1,951,315,1023,562
320,2,11,347,295,549
320,2,419,347,475,404
320,2,420,354,442,385
320,2,494,341,602,424
321,1,232,384,392,653
321,1,433,475,552,619
321,1,567,414,599,517
321,1,596,417,629,516
321,1,616,388,695,648
321,1,689,412,808,712
321,1,797,414,820,473
321,1,886,422,907,442
321,2,19,405,51,429
321,2,54,398,67,422
321,2,66,402,109,430
321,2,103,407,126,438
321,2,121,405,165,445
321,2,154,407,220,448
321,2,780,442,1018,537
322,1,49,216,113,425
322,2,154,112,877,581
322,1,155,223,212,430
322,1,817,280,839,309
322,1,841,298,862,313
322,2,0,233,176,409
322,2,858,257,1023,441
323,1,803,110,917,399
323,1,827,197,1018,472
323,2,0,141,121,198
323,2,0,132,262,339
323,2,48,79,844,585
324,2,640,147,839,290
324,1,204,134,331,250
324,1,460,166,574,418
324,1,660,76,971,650
325,1,318,0,466,196
325,1,421,8,512,197
325,1,564,44,680,212
325,1,660,77,764,225
325,2,0,125,945,715
325,2,493,77,822,210
325,2,834,634,1022,766
326,1,255,139,401,489
326,1,302,145,812,578
326,2,760,287,805,349
326,2,818,257,1023,341
327,1,394,30,454,121
327,1,439,11,522,190
327,1,549,265,611,325
327,1,613,295,706,360
327,2,0,7,412,408
327,2,305,175,887,554
328,1,264,101,335,280
328,1,315,104,350,259
328,1,424,101,478,261
328,1,467,81,534,272
328,1,515,94,564,260
328,1,554,95,616,236
328,1,807,83,889,319
328,2,26,139,188,209
328,2,332,115,449,189
328,2,877,145,1023,273
328,2,947,109,1020,135
329,2,46,67,944,634
329,1,0,143,46,365
329,1,468,171,514,242
329,1,812,169,940,599
329,2,0,151,179,315
329,2,161,170,317,212
329,2,598,88,1023,530
330,1,620,331,676,526
330,1,784,326,816,453
330,1,812,331,855,452
330,1,855,331,885,452
330,1,896,312,923,482
330,1,938,315,974,483
330,1,1007,315,1023,372
330,2,0,418,439,568
330,2,957,358,1023,452
331,1,429,518,495,700
331,2,766,530,989,776
331,1,176,527,242,689
331,1,242,556,281,650
331,1,262,529,305,673
331,1,268,365,296,398
331,1,327,522,368,642
331,1,365,526,400,643
331,1,389,518,462,673
331,1,500,527,533,638
331,1,533,581,565,625
331,1,625,523,663,664
331,1,636,518,689,660
331,1,681,537,705,611
331,1,975,529,1023,607
331,2,510,538,622,622
332,1,842,64,949,323
332,2,80,132,996,682
332,1,137,91,152,128
332,1,183,94,204,126
332,1,245,113,272,130
332,1,277,100,307,125
332,1,312,88,347,130
332,1,430,83,453,128
332,1,461,82,482,122
332,1,540,67,566,100
332,1,569,78,597,104
332,1,612,64,641,125
332,2,0,125,65,328
332,2,0,54,118,154
333,1,832,95,950,340
333,1,105,261,151,325
333,1,615,152,709,248
333,1,921,154,1023,450
333,2,69,272,191,446
333,2,133,223,265,504
334,1,147,108,224,202
334,1,74,142,100,197
334,1,116,169,146,202
334,1,136,187,249,330
334,1,256,131,302,229
334,1,296,121,334,200
334,1,385,174,409,219
334,1,959,153,974,172
334,1,979,121,1023,392
334,1,981,157,996,173
334,2,0,176,176,254
334,2,26,103,1023,636
334,2,237,154,412,238
334,2,948,145,1013,319
335,1,26,113,59,194
335,1,84,124,118,195
335,1,147,121,165,188
335,1,186,118,208,184
335,1,201,125,224,185
335,2,0,115,36,186
335,2,21,0,935,662
335,2,30,129,174,185
335,2,183,169,397,288
336,1,336,321,352,384
336,1,356,316,374,385
336,1,377,323,412,384
336,1,452,315,468,384
336,1,486,316,508,390
336,1,508,308,534,406
336,1,547,318,574,419
336,1,585,315,606,422
336,1,596,312,612,385
336,1,619,305,628,404
336,1,636,308,654,404
336,1,652,312,688,416
336,1,929,385,1001,532
336,2,0,315,156,441
336,2,0,0,1022,766
336,2,0,411,1022,766
336,2,244,316,276,351
336,2,297,321,350,360
337,2,289,144,1017,725
337,1,239,176,476,622
337,1,521,213,697,327
337,2,0,184,20,218
337,2,26,196,106,251
337,2,828,202,1023,307
338,2,442,296,616,432
338,1,134,331,150,382
338,1,146,319,174,393
338,1,176,337,193,388
338,1,211,337,229,384
338,1,250,334,272,384
338,1,272,334,285,383
338,1,300,340,314,378
338,1,321,337,332,368
338,1,404,336,420,358
338,1,596,326,614,408
338,1,613,314,636,412
338,1,702,288,746,433
338,1,739,289,775,428
338,1,837,285,886,440
338,1,897,298,937,444
338,1,952,297,990,449
338,1,958,284,1005,447
339,2,73,150,817,642
339,1,29,114,152,466
339,1,87,122,174,449
339,1,345,123,400,153
339,2,15,136,54,187
339,2,134,152,198,187
339,2,492,149,531,185
339,2,531,145,591,185
339,2,577,150,642,187
339,2,673,150,727,171
339,2,707,161,779,196
339,2,746,153,799,173
339,2,781,168,846,193
339,2,882,152,976,182
339,2,893,161,955,196
339,2,1003,163,1023,193
340,1,273,101,488,634
340,2,0,0,650,979
341,2,135,203,913,547
341,1,455,196,533,261
341,1,526,175,677,279
342,1,855,242,940,455
342,2,257,285,854,725
342,1,26,248,78,316
342,1,76,264,236,692
342,1,83,244,172,506
342,1,210,235,281,346
342,1,215,291,313,687
342,1,247,177,355,408
342,1,293,235,353,443
342,1,395,224,426,278
342,1,433,231,445,274
342,1,479,337,601,443
342,1,543,242,616,370
342,1,627,248,678,305
342,1,709,236,750,307
342,1,738,247,779,307
342,1,750,248,841,409
342,1,956,256,999,359
342,2,5,211,259,436
342,2,324,236,457,362
342,2,433,205,561,301
342,2,632,235,701,297
343,1,736,252,934,721
343,2,47,234,756,703
343,2,887,263,999,425
344,2,0,511,326,681
344,1,39,497,62,568
344,1,121,469,136,523
344,1,146,483,151,493
344,1,744,468,844,682
344,1,839,497,938,682
344,1,892,495,917,554
344,1,926,493,949,551
344,1,949,501,976,558
344,1,983,501,1013,563
344,2,169,513,369,580
345,2,391,110,955,505
345,1,79,252,216,457
346,1,115,430,136,442
346,1,408,360,460,503
346,1,593,376,611,467
346,1,608,364,629,469
346,1,611,368,647,509
346,1,620,367,629,390
346,1,629,374,668,514
346,1,646,413,728,640
346,1,700,394,728,469
346,1,702,373,746,510
346,1,839,383,906,557
346,1,892,374,915,453
346,1,904,379,936,458
346,1,937,399,954,452
346,1,944,383,972,452
346,1,957,378,1002,465
346,2,106,393,311,526
346,2,403,348,588,491
347,1,0,423,4,451
347,1,10,423,18,457
347,1,88,408,121,476
347,1,126,394,195,476
347,1,211,418,234,472
347,1,239,402,300,484
347,1,242,413,254,433
347,1,287,405,330,488
347,1,324,423,360,508
347,1,348,418,415,546
347,1,401,408,428,485
347,1,406,413,450,557
347,1,461,408,488,496
347,1,501,404,601,581
347,1,516,411,530,442
347,1,546,414,585,551
347,1,567,387,646,624
347,1,622,414,649,472
347,1,631,397,744,600
347,1,657,375,747,569
347,1,766,421,774,460
347,1,778,423,791,453
347,1,797,381,900,597
347,1,836,375,905,587
347,1,890,413,897,474
347,1,912,413,938,454
347,1,936,408,949,430
347,1,938,387,1023,594
347,2,0,477,457,689
347,2,170,425,243,465
348,1,327,276,401,518
348,1,261,291,327,490
348,1,408,244,520,665
348,1,515,301,571,497
348,1,556,301,663,624
348,1,666,332,717,462
348,1,869,321,953,535
348,1,962,301,1023,531
348,2,0,291,44,355
348,2,74,318,272,396
348,2,712,339,874,426
348,2,929,341,1023,462
349,1,0,597,26,764
349,1,293,585,345,699
349,1,315,564,346,617
349,2,334,594,392,656
349,2,386,587,467,644
349,2,701,574,785,652
349,2,713,577,1018,763
350,1,74,488,160,619
350,1,110,484,184,619
350,1,958,359,1022,636
350,2,3,474,174,617
350,2,670,494,721,532
351,1,43,377,114,591
351,1,140,406,161,446
351,1,157,407,177,456
351,1,183,405,204,460
351,1,208,402,232,455
351,1,356,234,419,478
351,1,389,279,482,529
351,1,421,246,462,281
351,1,477,331,556,599
351,1,540,339,629,629
351,1,733,318,842,575
351,1,818,320,899,601
351,2,414,234,828,526
352,1,522,203,698,676
352,1,17,234,189,711
352,2,143,371,673,707
353,1,262,126,392,383
353,2,158,210,869,646
353,1,0,141,15,180
353,1,20,126,72,181
353,1,81,124,140,184
353,1,590,124,648,186
353,1,695,138,758,188
353,1,863,149,913,190
353,1,888,170,1023,670
354,2,779,356,1010,609
354,1,220,328,300,560
354,1,352,378,413,559
354,1,398,333,498,575
354,1,586,357,628,588
354,1,586,213,730,627
354,1,703,286,823,633
355,2,345,103,562,183
355,1,182,60,497,986
355,2,165,77,211,117
355,2,237,86,281,119
355,2,253,89,407,165
355,2,477,107,598,156
356,1,362,219,811,766
356,2,0,27,436,766
357,1,502,527,595,798
357,1,21,519,75,765
357,1,131,525,192,787
357,1,203,354,250,416
357,1,250,380,310,486
357,1,275,453,364,560
357,1,314,535,413,781
357,1,347,399,385,488
357,1,378,420,416,473
357,1,378,459,422,533
357,1,385,329,422,393
357,1,403,546,453,748
357,1,420,399,463,467
357,1,459,397,496,480
357,1,465,519,527,721
357,1,546,420,576,459
357,1,556,525,607,698
357,1,583,393,618,467
357,1,608,533,682,740
357,1,618,393,671,457
357,1,663,399,696,445
357,1,678,478,733,705
357,1,698,393,738,453
357,1,705,473,771,698
357,1,762,480,804,682
357,1,797,467,828,599
357,1,837,509,890,686
357,1,845,527,930,752
357,1,917,535,948,645
357,1,934,546,1000,761
357,2,77,471,387,758
358,1,336,86,879,684
358,2,0,0,1023,684
359,1,264,313,365,531
359,1,386,271,453,520
359,1,605,288,704,539
359,1,739,292,818,413
359,2,115,333,237,426
359,2,202,297,503,441
359,2,396,316,774,480
361,1,535,448,597,536
361,1,162,449,211,556
361,1,214,515,334,682
361,1,682,439,722,515
361,1,892,429,952,557
361,2,673,495,1023,682
360,1,229,436,342,753
360,1,0,111,39,327
360,1,13,94,59,189
360,1,25,0,78,65
360,1,30,221,154,454
360,1,87,156,173,250
360,1,110,210,192,345
360,1,144,296,199,384
360,1,152,0,194,48
360,1,186,145,242,340
360,1,218,145,288,303
360,1,242,44,276,112
360,1,277,314,341,391
360,1,341,456,464,767
360,1,384,364,515,659
360,1,389,14,424,111
360,1,419,44,499,120
360,1,424,51,492,87
360,1,464,144,508,186
360,1,500,106,556,185
360,1,503,159,549,222
360,1,513,160,553,204
360,1,563,107,619,202
360,1,565,144,615,251
360,1,620,115,669,232
360,1,681,63,707,216
360,1,695,289,800,525
360,1,725,67,784,209
360,1,785,81,817,210
360,1,799,113,840,221
360,1,803,449,890,681
360,1,805,232,906,478
360,1,832,133,890,248
360,1,858,304,952,463
360,1,885,128,938,308
360,1,952,365,1023,522
360,1,990,26,1023,81
360,1,998,165,1023,222
360,2,0,389,273,767
360,2,0,19,296,129
360,2,9,106,354,270
360,2,70,251,801,553
360,2,318,61,698,222
360,2,477,0,698,86
360,2,864,74,1023,156
360,2,881,102,1020,222
362,1,29,396,80,497
362,1,281,288,332,324
362,1,451,205,604,345
362,1,463,225,478,246
362,1,618,229,633,250
362,1,731,132,842,362
362,1,828,305,861,366
362,1,858,316,886,376
362,1,883,315,916,385
362,1,894,214,917,270
362,1,907,321,939,391
362,1,924,220,948,277
362,1,939,304,964,384
362,1,953,296,977,360
362,1,974,291,992,370
362,1,976,236,999,283
362,1,995,299,1022,371
362,1,1009,296,1023,378
362,2,245,158,882,693
362,2,392,218,434,233
363,1,644,440,766,857
363,2,0,401,112,734
363,2,132,628,182,672
363,2,199,449,518,758
363,2,508,504,835,768
364,2,422,346,610,468
364,1,0,337,49,496
364,1,42,323,102,501
365,2,243,315,942,549
365,1,542,318,609,388
365,1,618,309,676,384
366,2,103,497,941,953
366,1,0,572,60,855
366,1,10,623,44,686
366,1,10,644,101,822
366,1,755,555,818,636
366,1,940,584,992,776
366,2,26,637,158,743
366,2,586,577,995,705
366,2,883,588,995,635
367,1,364,57,670,656
367,2,216,347,927,675
368,1,517,323,592,413
368,1,807,167,1023,681
368,2,192,299,877,583
369,1,59,587,136,645
369,1,121,574,160,634
369,1,246,567,287,700
369,1,496,628,599,767
369,1,522,535,536,552
369,1,588,599,772,767
369,1,890,534,928,564
369,2,0,557,245,766
369,2,270,543,615,747
369,2,758,557,1023,767
370,1,0,168,7,211
370,1,8,168,37,184
370,1,56,149,122,238
370,1,681,168,774,459
370,1,769,164,911,478
370,2,7,177,133,232
370,2,12,179,67,208
370,2,14,185,156,258
370,2,24,193,284,303
370,2,24,179,497,418
371,1,194,403,247,528
371,1,216,385,278,549
371,1,292,380,334,551
371,1,324,385,371,538
371,1,387,410,422,512
371,1,421,421,489,455
371,1,463,421,481,500
371,1,497,420,522,501
371,1,542,384,586,539
371,1,610,437,632,484
371,1,641,408,678,503
371,1,688,418,729,500
371,1,737,399,764,487
371,2,891,444,917,454
372,2,270,18,550,130
372,1,16,139,682,1022
372,2,0,15,92,119
372,2,0,0,682,1023
372,2,502,21,667,81
373,2,44,404,165,494
373,1,567,357,696,549
373,2,0,435,11,483
373,2,0,403,49,483
373,2,31,408,73,473
373,2,142,415,199,464
373,2,197,422,208,471
373,2,503,411,523,430
373,2,519,415,539,444
373,2,553,414,563,443
374,1,353,209,432,351
374,1,153,197,230,353
374,1,604,206,675,298
374,2,10,219,85,321
374,2,906,241,1023,459
374,2,942,219,1023,266
375,1,156,267,245,559
375,1,254,305,279,374
375,1,275,303,296,373
375,1,504,289,551,385
375,1,571,288,622,370
375,1,634,263,656,361
375,1,687,294,728,357
375,1,965,138,1023,381
375,2,150,318,187,383
375,2,256,307,587,628
376,1,391,463,501,670
376,1,94,490,132,525
376,1,291,505,332,572
376,1,302,490,340,537
376,1,428,477,483,591
376,1,846,501,958,595
376,1,936,520,978,630
376,2,0,524,357,682
376,2,607,527,981,682
377,1,44,26,220,360
377,2,44,99,951,617
377,1,200,172,311,294
377,2,0,212,394,444
378,1,161,0,525,941
378,1,398,78,436,118
378,1,403,77,422,105
378,1,433,65,475,98
378,1,436,62,486,113
378,1,608,29,653,128
378,2,33,135,178,233
378,2,143,118,374,239
379,2,212,94,362,184
379,1,5,147,588,746
379,1,410,266,676,645
379,2,499,102,682,449
380,1,131,33,555,684
380,1,366,150,465,445
380,2,30,180,100,210
380,2,415,165,759,383
380,2,424,0,1023,684
380,2,472,127,531,156
380,2,478,127,563,174
380,2,478,136,591,198
381,1,450,0,704,293
381,1,648,0,819,235
381,2,0,84,955,506
381,2,198,0,675,177
381,2,810,65,1023,245
382,1,275,153,334,310
382,1,556,223,721,475
382,2,392,239,913,451
382,2,910,284,1022,372
382,2,949,359,1022,488
383,1,432,257,490,344
383,2,94,396,396,530
383,2,700,388,1023,518
384,2,22,96,928,760
384,1,80,76,124,224
384,1,109,117,165,261
384,1,363,26,456,135
384,1,456,49,510,125
384,1,515,53,561,130
384,1,816,30,922,154
384,1,897,64,960,251
384,1,974,103,1023,362
385,1,254,242,730,1000
385,1,536,324,787,1003
385,2,554,165,592,232
385,2,592,155,630,193
385,2,603,148,730,241
386,1,380,283,816,1022
386,2,0,486,80,588
386,2,132,432,971,1022
386,2,537,368,903,524
386,2,960,414,1022,579
387,1,694,15,752,140
387,2,0,170,165,353
387,2,99,32,940,617
388,1,13,89,146,358
388,1,383,152,410,211
388,1,424,160,462,197
388,1,910,154,953,296
388,1,927,155,991,324
388,2,53,183,936,640
390,1,738,112,978,571
390,2,1,0,1022,574
390,2,4,58,264,226
389,1,960,522,1010,619
389,1,0,340,17,370
389,1,0,328,16,342
389,1,19,341,39,370
389,1,34,333,48,370
389,1,60,336,79,365
389,1,81,333,106,368
389,1,113,336,127,350
389,1,113,338,127,367
389,1,134,341,145,371
389,1,144,343,158,367
389,1,152,345,168,368
389,1,168,338,184,370
389,1,185,341,203,372
389,1,210,399,244,418
389,1,224,343,239,371
389,1,225,183,244,204
389,1,228,252,239,279
389,1,233,257,254,286
389,1,249,187,265,204
389,1,249,377,265,388
389,1,259,454,307,554
389,1,296,454,341,554
389,1,321,260,338,285
389,1,325,185,339,207
389,1,332,448,368,551
389,1,358,195,370,207
389,1,378,448,418,552
389,1,399,477,563,619
389,1,438,442,480,502
389,1,459,272,467,281
389,1,472,273,476,282
389,1,478,265,487,283
389,1,485,263,504,282
389,1,501,263,512,282
389,1,506,267,523,286
389,1,525,265,535,285
389,1,543,269,559,285
389,1,606,454,652,551
389,1,627,387,659,407
389,1,627,537,695,595
389,1,669,451,714,548
389,1,693,513,746,577
389,1,743,491,934,619
389,1,779,484,814,520
389,1,858,457,905,512
389,1,903,457,940,530
389,1,988,456,1023,554
389,2,71,318,101,340
389,2,74,338,110,354
389,2,108,310,174,341
389,2,119,389,330,456
389,2,161,370,341,414
389,2,179,325,210,355
389,2,547,381,729,439
389,2,611,395,820,460
389,2,935,326,979,342
389,2,967,329,1004,343
391,1,204,577,247,682
391,1,250,587,273,682
391,1,275,589,305,682
391,1,334,585,355,680
391,1,346,582,366,654
391,1,364,594,376,678
391,1,375,583,398,682
391,1,414,582,433,630
391,1,435,582,451,626
391,1,458,580,487,682
391,1,501,572,517,631
391,1,519,585,528,590
391,1,533,579,570,678
391,1,576,583,597,678
391,1,595,582,634,682
391,1,709,587,728,682
391,1,760,595,775,677
391,1,775,594,789,682
391,1,798,589,810,682
391,1,812,587,830,678
391,1,833,603,848,680
391,1,851,610,871,682
391,1,874,587,894,680
391,1,901,591,928,682
391,1,931,588,940,680
391,1,954,602,972,678
391,2,0,556,160,682
392,1,561,229,603,274
392,1,633,236,657,266
392,1,702,233,767,316
392,1,899,246,968,310
392,1,912,266,933,303
392,1,994,267,1020,346
392,2,0,263,410,682
392,2,4,211,176,306
392,2,140,230,491,388
392,2,508,266,760,467
393,1,503,32,694,395
393,2,0,190,55,382
393,2,10,0,1023,575
394,2,799,113,1023,291
394,1,238,82,407,511
394,1,416,137,558,534
394,1,529,110,675,565
394,1,618,149,718,472
394,1,667,143,803,490
394,1,762,156,852,454
394,2,158,170,437,260
395,2,106,69,997,637
395,1,185,65,373,296
395,1,368,0,478,207
395,1,529,0,666,146
395,2,0,4,381,348
396,2,3,39,1000,568
396,1,72,227,83,261
396,1,72,116,120,232
396,1,164,99,268,225
396,1,380,124,712,518
396,1,437,88,453,106
396,1,454,88,480,122
396,1,509,63,559,109
396,1,616,48,648,78
396,1,909,46,1023,209
396,2,876,131,926,173
397,2,161,226,721,526
397,1,231,208,403,543
398,1,552,108,765,556
398,1,744,158,993,649
398,2,0,28,941,682
399,2,59,209,983,863
399,1,4,301,119,471
399,1,508,323,561,374
399,1,561,337,625,400
399,1,608,204,773,392
400,1,440,278,559,378
400,1,776,330,809,389
400,1,829,319,855,376
400,1,869,278,934,359
400,2,124,277,253,292
401,1,178,446,418,721
401,1,819,300,900,390
401,2,60,435,588,772
401,2,776,303,953,404
401,2,947,223,971,243
402,1,336,472,482,704
402,1,0,282,144,767
402,1,593,444,636,676
402,1,738,466,794,663
402,2,749,562,1023,767
403,2,503,344,872,627
403,1,324,185,469,679
403,1,508,325,553,399
403,1,520,196,568,264
403,2,0,289,249,508
403,2,78,356,403,609
403,2,766,365,1023,557
404,1,879,60,1002,521
404,1,33,100,51,124
404,1,173,74,231,234
404,1,261,116,317,176
404,1,353,92,377,141
404,1,358,97,408,138
404,1,533,85,549,99
404,1,549,82,556,87
404,1,551,86,563,112
404,1,567,91,586,117
404,1,587,81,608,117
404,1,611,99,622,117
404,1,632,91,663,132
404,1,654,85,668,102
404,1,656,74,687,136
404,1,679,85,686,99
404,1,692,81,724,130
404,1,713,88,723,101
404,1,718,80,746,141
404,1,741,83,752,122
404,1,741,86,772,148
404,1,767,84,805,168
404,1,803,79,809,98
404,1,805,88,833,134
404,1,812,124,846,181
404,1,818,55,858,134
404,1,883,72,897,126
404,1,884,58,926,170
404,1,913,65,927,94
404,1,981,57,1023,106
404,1,1002,50,1023,61
404,2,0,451,206,574
404,2,0,159,730,560
404,2,206,138,859,378
404,2,355,111,459,154
404,2,433,73,855,219
405,1,67,125,163,420
405,1,526,72,796,670
405,1,784,194,1023,354
405,2,432,127,913,563
406,1,295,340,432,603
406,2,625,375,712,447
406,1,268,368,289,414
406,1,288,387,317,469
406,1,307,383,329,407
406,2,0,452,71,531
406,2,1,421,170,519
406,2,1,382,241,503
406,2,133,396,290,482
406,2,404,373,533,538
406,2,595,363,635,396
406,2,721,378,767,438
407,1,369,151,558,279
407,1,576,148,689,318
407,2,26,29,985,599
408,1,881,304,961,588
408,1,57,375,140,617
408,1,146,347,264,615
408,1,293,353,366,600
408,1,384,332,474,614
408,1,492,335,579,601
408,1,605,313,988,600
408,2,952,325,1023,586
409,1,188,135,330,326
409,1,333,67,609,654
409,1,517,15,1023,746
409,1,554,57,927,718
409,1,911,165,954,268
409,2,0,177,66,243
409,2,0,320,1023,767
409,2,44,185,140,238
409,2,120,190,238,238
409,2,176,172,243,204
410,1,121,402,330,999
410,2,0,486,198,756
410,2,124,495,688,936
411,1,565,247,645,483
411,1,680,261,762,492
411,2,0,260,138,496
411,2,538,303,949,480
412,1,82,327,103,363
412,1,486,326,521,369
412,1,523,307,551,364
412,1,537,321,552,348
412,1,951,309,972,380
412,1,968,300,992,334
412,2,470,307,769,408
412,2,791,330,1023,518
413,1,3,797,33,944
413,2,58,754,552,1023
414,1,0,420,35,615
414,1,319,435,414,772
414,2,140,497,173,531
414,2,197,505,262,586
414,2,409,505,682,708
414,2,581,494,644,508
415,2,854,212,1017,532
415,1,15,109,134,484
415,1,106,295,261,495
415,1,121,97,173,167
415,1,411,53,452,111
415,1,584,101,721,251
416,2,503,431,771,648
416,1,272,449,341,576
416,1,328,451,383,567
416,2,393,458,524,564
417,1,869,173,963,468
417,1,0,258,35,554
417,1,817,227,846,378
417,1,849,179,913,356
417,1,973,207,1016,293
417,2,136,147,945,639
418,1,185,323,284,486
418,1,617,345,668,540
418,1,796,355,854,553
418,2,0,339,108,435
418,2,492,351,723,467
418,2,851,358,1020,451
419,1,223,20,990,770
419,2,723,163,821,210
419,2,849,146,955,204
419,2,942,146,1019,181
420,1,839,488,924,659
420,2,225,594,712,755
421,1,0,172,170,672
421,2,420,218,950,510
421,2,782,268,1023,476
422,1,220,50,691,672
422,1,764,205,805,329
422,1,880,201,913,281
422,2,683,228,771,293
423,1,188,94,598,376
423,2,0,48,735,488
424,1,215,751,264,909
424,1,149,755,191,902
424,1,291,753,340,889
424,1,462,750,506,891
424,2,151,738,195,759
424,2,186,745,275,798
424,2,207,733,261,755
424,2,516,746,769,825
425,1,737,242,839,609
425,1,0,220,34,356
425,1,32,226,100,337
425,1,44,192,112,286
425,1,105,186,170,279
425,1,126,194,354,766
425,1,325,189,460,360
425,1,407,182,590,766
425,1,539,211,638,395
425,1,622,228,730,600
425,1,653,206,740,310
425,1,836,233,964,564
425,1,918,204,1022,554
425,2,0,312,651,709
426,1,476,325,720,962
426,1,0,548,74,714
426,2,73,523,527,746
427,1,553,512,556,540
427,1,558,512,567,540
427,2,2,506,273,668
427,2,532,508,551,536
427,2,565,513,593,540
428,1,188,215,213,268
428,1,450,274,533,338
428,1,611,207,656,298
428,1,666,208,696,268
428,1,672,212,724,270
428,1,845,216,908,355
428,1,905,224,947,358
428,2,0,228,230,342
428,2,31,249,881,565
428,2,173,240,254,269
428,2,211,252,259,279
428,2,928,387,1023,608
428,2,993,234,1023,325
429,1,157,173,229,295
429,2,559,181,595,253
430,1,260,201,351,322
430,1,0,403,6,421
430,1,2,373,14,392
430,1,12,403,15,418
430,1,22,404,27,419
430,1,57,379,73,397
430,1,222,514,327,764
430,1,586,434,659,570
430,1,674,503,774,649
430,1,967,459,1016,572
430,2,0,498,182,764
431,1,223,418,238,442
431,1,233,431,266,521
431,1,254,426,266,443
431,1,265,427,296,520
431,1,298,426,342,570
431,1,316,417,335,435
431,1,325,432,356,554
431,1,342,417,362,459
431,1,353,430,369,540
431,1,366,437,385,558
431,1,373,423,424,561
431,1,376,419,391,438
431,1,382,432,438,581
431,1,424,433,455,554
431,1,432,417,469,448
431,1,460,425,503,575
431,1,484,425,505,540
431,1,512,430,538,544
431,1,524,426,579,576
431,1,983,418,1023,581
431,2,0,411,158,528
432,1,0,138,32,234
432,1,40,132,77,235
432,1,269,19,574,727
432,2,482,141,646,235
432,2,682,174,852,240
432,2,830,177,1023,285
433,1,700,355,818,602
433,2,1,382,113,483
433,1,119,370,146,453
433,1,146,373,162,428
433,1,154,379,188,445
433,1,200,384,228,447
433,1,379,367,425,497
433,1,552,385,570,489
433,2,6,379,49,412
433,2,51,382,59,400
433,2,72,389,119,430
433,2,414,397,597,479
434,1,225,252,261,344
434,1,295,236,320,279
434,1,644,282,699,410
434,2,0,263,69,299
434,2,0,268,125,342
434,2,0,317,125,459
434,2,361,245,423,290
434,2,641,253,851,337
434,2,901,240,969,260
434,2,924,256,1012,301
434,2,948,234,1023,267
435,1,511,273,593,450
435,1,320,285,346,321
435,1,346,282,394,357
435,1,397,284,426,328
435,1,435,282,477,324
435,1,439,315,491,390
435,2,0,286,193,395
435,2,107,289,246,347
435,2,797,284,940,363
435,2,928,268,1023,353
436,2,21,53,941,395
436,1,360,69,552,190
437,1,443,499,595,870
437,2,285,523,668,633
437,2,672,490,1023,632
438,1,316,167,569,627
438,2,0,68,903,587
439,1,771,81,821,162
439,2,277,23,652,438
439,1,37,345,385,487
439,1,312,355,739,575
439,1,723,79,768,161
439,1,911,106,938,152
439,1,963,114,1023,172
439,2,71,106,216,186
439,2,184,117,276,176
439,2,252,119,297,163
439,2,276,136,300,164
439,2,574,104,618,126
439,2,649,101,893,166
439,2,881,88,959,153
439,2,952,101,976,144
440,2,329,297,861,501
440,1,376,182,570,356
440,1,455,215,709,453
441,1,755,241,871,476
441,2,65,167,584,557
442,1,26,212,115,512
442,2,574,286,1011,626
442,1,318,257,454,607
442,1,440,241,663,658
442,1,451,262,521,466
442,1,577,278,596,328
442,1,588,260,596,280
442,1,592,267,615,353
442,1,618,269,631,344
442,1,624,271,673,373
442,1,648,273,663,314
442,1,659,273,684,357
442,1,677,269,702,351
442,1,694,261,723,343
442,1,716,267,734,341
442,1,721,273,753,335
442,1,745,260,775,307
442,1,772,272,792,309
442,1,776,252,787,273
442,1,792,265,814,303
442,1,804,264,840,304
443,2,18,165,929,694
443,1,160,72,211,155
443,1,205,135,256,239
443,1,229,85,269,139
444,1,396,24,548,192
444,2,0,167,73,290
444,2,17,166,160,369
444,2,97,98,871,677
445,1,221,410,248,462
445,1,525,383,556,432
445,1,533,400,590,591
445,1,580,401,597,439
445,2,0,401,216,536
445,2,279,411,375,471
